PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
201573,2008-09,00,1610612757,POR,20.0,53,0,655,69,189,0.365,7,27,0.259,83,103,0.806,8,49,57,78,16,2,56,81,228
201573,2009-10,00,1610612757,POR,21.0,74,11,1304,200,483,0.414,29,92,0.315,201,242,0.831,18,102,120,172,26,5,94,152,630
201573,2010-11,00,1610612740,NOH,22.0,11,0,149,17,49,0.347,3,14,0.214,13,17,0.765,2,13,15,28,2,1,17,16,50
201573,2010-11,00,1610612761,TOR,22.0,60,14,1347,201,468,0.429,46,132,0.348,153,189,0.81,24,126,150,238,36,4,110,133,601
201573,2010-11,00,0,TOT,22.0,71,14,1495,218,517,0.422,49,146,0.336,166,206,0.806,26,139,165,266,38,5,127,149,651
201573,2011-12,00,1610612761,TOR,23.0,31,11,705,117,276,0.424,44,104,0.423,75,88,0.852,8,58,66,118,24,4,53,70,353
201573,2012-13,00,1610612763,MEM,24.0,80,4,1765,260,621,0.419,71,201,0.353,102,122,0.836,22,154,176,264,59,17,120,168,693
201573,2013-14,00,1610612763,MEM,25.0,31,5,650,90,239,0.377,25,83,0.301,45,57,0.789,8,51,59,66,20,5,22,72,250
201573,2013-14,00,1610612738,BOS,25.0,41,14,1036,158,378,0.418,51,129,0.395,49,61,0.803,14,72,86,128,40,4,60,89,416
201573,2013-14,00,0,TOT,25.0,72,19,1686,248,617,0.402,76,212,0.358,94,118,0.797,22,123,145,194,60,9,82,161,666
201573,2014-15,00,1610612749,MIL,26.0,77,4,1717,220,516,0.426,37,120,0.308,121,137,0.883,22,189,211,233,59,12,133,163,598
201573,2015-16,00,1610612749,MIL,27.0,25,7,728,99,229,0.432,50,115,0.435,34,43,0.791,10,60,70,91,26,4,47,55,282
