PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
202389,2010-11,00,1610612752,NYK,24.0,34,14,458,52,112,0.464,0,0,0.0,31,44,0.705,41,63,104,15,14,23,32,76,135
202389,2010-11,00,1610612743,DEN,24.0,11,0,66,11,21,0.524,0,0,0.0,6,8,0.75,5,12,17,0,1,2,3,8,28
202389,2010-11,00,0,TOT,24.0,45,14,524,63,133,0.474,0,0,0.0,37,52,0.712,46,75,121,15,15,25,35,84,163
202389,2011-12,00,1610612743,DEN,25.0,44,35,687,100,190,0.526,0,0,0.0,39,57,0.684,53,126,179,22,15,42,53,86,239
202389,2012-13,00,1610612743,DEN,26.0,41,1,366,44,87,0.506,0,2,0.0,20,26,0.769,50,57,107,9,6,18,25,57,108
202389,2013-14,00,1610612743,DEN,27.0,82,30,1770,285,545,0.523,4,24,0.167,196,260,0.754,171,357,528,62,27,100,122,213,770
202389,2014-15,00,1610612743,DEN,28.0,35,35,897,117,232,0.504,2,6,0.333,63,86,0.733,91,181,272,16,15,41,47,114,299
202389,2014-15,00,1610612739,CLE,28.0,46,45,1149,197,334,0.59,0,0,0.0,92,130,0.708,112,207,319,39,18,56,69,113,486
202389,2014-15,00,0,TOT,28.0,81,80,2046,314,566,0.555,2,6,0.333,155,216,0.718,203,388,591,55,33,97,116,227,785
202389,2015-16,00,1610612739,CLE,29.0,35,26,622,85,169,0.503,1,7,0.143,40,49,0.816,49,100,149,16,12,27,39,73,211
