PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
201571,2008-09,00,1610612766,CHA,21.0,72,12,1908,267,621,0.43,108,246,0.439,208,233,0.893,17,116,133,250,42,2,119,140,850
201571,2009-10,00,1610612766,CHA,22.0,80,2,1472,168,435,0.386,70,178,0.393,102,131,0.779,11,86,97,193,45,5,74,127,508
201571,2010-11,00,1610612766,CHA,23.0,82,82,2757,399,958,0.416,111,333,0.333,269,297,0.906,38,187,225,498,54,3,155,152,1178
201571,2011-12,00,1610612766,CHA,24.0,48,46,1408,183,487,0.376,61,179,0.341,105,120,0.875,24,85,109,307,36,1,110,65,532
201571,2012-13,00,1610612754,IND,25.0,76,5,1226,103,294,0.35,67,190,0.353,83,99,0.838,20,71,91,170,34,3,68,64,356
201571,2013-14,00,1610612761,TOR,26.0,10,0,82,7,24,0.292,1,11,0.091,6,6,1.0,0,4,4,10,1,0,9,7,21
201571,2013-14,00,1610612741,CHI,26.0,61,9,1857,291,694,0.419,132,321,0.411,195,221,0.882,15,111,126,303,52,3,116,140,909
201571,2013-14,00,0,TOT,26.0,71,9,1939,298,718,0.415,133,332,0.401,201,227,0.885,15,115,130,313,53,3,125,147,930
201571,2014-15,00,1610612765,DET,27.0,54,13,1287,189,461,0.41,49,150,0.327,147,169,0.87,13,87,100,265,33,2,110,61,574
201571,2014-15,00,1610612760,OKC,27.0,28,1,677,69,186,0.371,34,96,0.354,31,36,0.861,7,54,61,88,16,1,35,32,203
201571,2014-15,00,0,TOT,27.0,82,14,1964,258,647,0.399,83,246,0.337,178,205,0.868,20,141,161,353,49,3,145,93,777
201571,2015-16,00,1610612760,OKC,28.0,32,0,494,44,117,0.376,23,60,0.383,26,34,0.765,5,31,36,61,13,2,29,37,137
