PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
202335,2010-11,00,1610612745,HOU,22.0,52,6,868,149,267,0.558,0,2,0.0,30,42,0.714,86,114,200,41,17,37,31,77,328
202335,2011-12,00,1610612745,HOU,23.0,64,1,1483,225,511,0.44,0,3,0.0,40,57,0.702,112,174,286,53,27,36,49,113,490
202335,2012-13,00,1610612745,HOU,24.0,47,38,1219,236,455,0.519,35,96,0.365,37,49,0.755,73,148,221,51,18,27,42,90,544
202335,2012-13,00,1610612758,SAC,24.0,24,3,556,83,168,0.494,16,36,0.444,11,14,0.786,40,76,116,30,13,13,19,48,193
202335,2012-13,00,0,TOT,24.0,71,41,1775,319,623,0.512,51,132,0.386,48,63,0.762,113,224,337,81,31,40,61,138,737
202335,2013-14,00,1610612758,SAC,25.0,17,6,415,50,122,0.41,9,39,0.231,9,16,0.563,34,65,99,15,13,3,16,39,118
202335,2013-14,00,1610612761,TOR,25.0,48,7,1118,175,367,0.477,46,112,0.411,41,55,0.745,83,160,243,63,42,34,49,120,437
202335,2013-14,00,0,TOT,25.0,65,13,1532,225,489,0.46,55,151,0.364,50,71,0.704,117,225,342,78,55,37,65,159,555
202335,2014-15,00,1610612761,TOR,26.0,81,4,2156,240,535,0.449,105,283,0.371,63,80,0.788,127,306,433,155,60,44,54,149,648
202335,2015-16,00,1610612761,TOR,26.0,40,0,947,93,240,0.388,55,158,0.348,9,10,0.9,30,137,167,44,30,14,33,55,250
