PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
77498,1972-73,00,1610612746,BUF,21.0,80,,2562,585,1293,0.452,,,,271,350,0.774,,,728,139,,,,256,1441
77498,1973-74,00,1610612746,BUF,22.0,74,,3185,901,1647,0.547,,,,459,579,0.793,281,836,1117,170,88,246,,252,2261
77498,1974-75,00,1610612746,BUF,23.0,82,,3539,1095,2138,0.512,,,,641,796,0.805,307,848,1155,179,92,174,,278,2831
77498,1975-76,00,1610612746,BUF,24.0,78,,3328,934,1918,0.487,,,,559,734,0.762,241,724,965,315,93,160,,298,2427
77498,1976-77,00,1610612746,BUF,25.0,20,,767,182,400,0.455,,,,110,158,0.696,66,198,264,65,16,34,,74,474
77498,1976-77,00,1610612752,NYK,25.0,52,,2031,558,1045,0.534,,,,271,358,0.757,133,529,662,140,61,65,,188,1387
77498,1976-77,00,0,TOT,25.0,72,,2798,740,1445,0.512,,,,381,516,0.738,199,727,926,205,77,99,,262,1861
77498,1977-78,00,1610612752,NYK,26.0,79,,3182,814,1564,0.52,,,,469,645,0.727,236,774,1010,298,105,126,346,297,2097
77498,1978-79,00,1610612752,NYK,27.0,40,,1594,429,793,0.541,,,,218,335,0.651,94,285,379,128,62,47,153,134,1076
77498,1978-79,00,1610612738,BOS,27.0,20,,637,167,334,0.5,,,,77,115,0.67,36,105,141,40,12,20,64,55,411
77498,1978-79,00,0,TOT,27.0,60,,2231,596,1127,0.529,,,,295,450,0.656,130,390,520,168,74,67,217,189,1487
77498,1979-80,00,1610612765,DET,28.0,58,,2097,492,1025,0.48,3,24,0.125,235,322,0.73,100,367,467,200,73,65,238,178,1222
77498,1980-81,00,1610612765,DET,29.0,6,,168,30,82,0.366,0,0,0.0,12,20,0.6,9,32,41,20,8,7,18,16,72
77498,1980-81,00,1610612751,NJN,29.0,10,,153,38,75,0.507,0,1,0.0,17,21,0.81,8,18,26,10,9,6,14,22,93
77498,1980-81,00,0,TOT,29.0,16,,321,68,157,0.433,0,1,0.0,29,41,0.707,17,50,67,30,17,13,32,38,165
77498,1981-82,00,1610612747,LAL,30.0,41,0,746,151,330,0.458,0,5,0.0,90,126,0.714,45,114,159,32,22,36,51,109,392
77498,1982-83,00,1610612747,LAL,31.0,47,1,1019,292,562,0.52,0,1,0.0,119,163,0.73,76,171,247,39,40,40,68,153,703
77498,1983-84,00,1610612747,LAL,32.0,70,0,1456,352,748,0.471,0,5,0.0,212,264,0.803,82,207,289,74,42,50,127,182,916
77498,1984-85,00,1610612747,LAL,33.0,66,0,1254,284,546,0.52,0,1,0.0,122,162,0.753,79,216,295,67,18,53,95,170,690
77498,1985-86,00,1610612755,PHL,34.0,29,0,609,116,251,0.462,0,0,,62,81,0.765,25,78,103,35,10,18,49,64,294
