PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
78432,1969-70,00,1610612756,PHX,21.0,82,,1394,257,547,0.47,,,,155,242,0.64,,,455,80,,,,225,669
78432,1970-71,00,1610612756,PHX,22.0,82,,2033,426,945,0.451,,,,205,268,0.765,,,674,117,,,,282,1057
78432,1971-72,00,1610612756,PHX,23.0,81,,2142,506,1057,0.479,,,,256,344,0.744,,,665,151,,,,295,1268
78432,1972-73,00,1610612756,PHX,24.0,81,,3114,678,1455,0.466,,,,279,355,0.786,,,1006,287,,,,323,1635
78432,1973-74,00,1610612756,PHX,25.0,82,,2549,573,1245,0.46,,,,235,297,0.791,235,602,837,331,73,57,,255,1381
78432,1974-75,00,1610612752,NYK,26.0,30,,274,47,115,0.409,,,,22,25,0.88,18,59,77,22,7,3,,55,116
78432,1974-75,00,1610612762,NOJ,26.0,37,,851,151,358,0.422,,,,64,80,0.8,73,189,262,101,30,20,,122,366
78432,1974-75,00,0,TOT,26.0,67,,1125,198,473,0.419,,,,86,105,0.819,91,248,339,123,37,23,,177,482
78432,1975-76,00,1610612752,NYK,27.0,82,,1340,262,607,0.432,,,,79,99,0.798,98,291,389,119,26,22,,209,603
78432,1976-77,00,1610612752,NYK,28.0,11,,135,28,57,0.491,,,,6,7,0.857,5,22,27,6,4,3,,22,62
