PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
101107,2005-06,00,1610612737,ATL,20.0,79,7,1952,235,531,0.443,13,53,0.245,189,253,0.747,122,261,383,63,48,24,83,227,672
101107,2006-07,00,1610612737,ATL,21.0,64,63,2179,306,706,0.433,11,45,0.244,216,265,0.815,84,253,337,121,52,30,127,191,839
101107,2007-08,00,1610612737,ATL,22.0,80,80,2765,424,918,0.462,1,10,0.1,336,409,0.822,119,338,457,137,81,33,127,225,1185
101107,2008-09,00,1610612737,ATL,23.0,61,59,2093,285,622,0.458,55,155,0.355,220,273,0.806,110,272,382,81,57,39,70,127,845
101107,2009-10,00,1610612737,ATL,24.0,81,81,2468,302,664,0.455,40,132,0.303,176,215,0.819,106,310,416,93,66,46,72,160,820
101107,2010-11,00,1610612737,ATL,25.0,65,52,1865,246,537,0.458,37,110,0.336,147,174,0.845,68,245,313,88,34,23,62,104,676
101107,2011-12,00,1610612737,ATL,26.0,57,37,1500,203,470,0.432,58,149,0.389,115,146,0.788,76,218,294,71,47,18,39,84,579
101107,2012-13,00,1610612762,UTA,27.0,73,51,1727,199,470,0.423,54,166,0.325,77,99,0.778,55,208,263,77,37,38,60,98,529
101107,2013-14,00,1610612762,UTA,28.0,66,50,1674,231,526,0.439,84,234,0.359,57,73,0.781,82,252,334,78,54,31,53,151,603
101107,2014-15,00,1610612766,CHA,29.0,78,37,2035,210,495,0.424,95,265,0.358,62,87,0.713,58,328,386,100,69,36,60,146,577
101107,2015-16,00,1610612766,CHA,29.0,40,40,1158,134,321,0.417,64,172,0.372,48,52,0.923,60,198,258,58,21,44,28,63,380
