PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2199,2001-02,00,1610612741,CHI,19.0,71,31,1389,151,304,0.497,0,0,0.0,134,222,0.604,114,229,343,54,28,93,99,179,436
2199,2002-03,00,1610612741,CHI,20.0,75,68,1827,257,484,0.531,0,0,0.0,177,291,0.608,169,345,514,76,37,106,135,220,691
2199,2003-04,00,1610612741,CHI,21.0,35,8,782,67,158,0.424,0,1,0.0,79,118,0.669,82,188,270,23,17,43,38,87,213
2199,2004-05,00,1610612741,CHI,22.0,80,10,2189,207,419,0.494,0,2,0.0,226,336,0.673,261,514,775,65,69,141,118,268,640
2199,2005-06,00,1610612741,CHI,23.0,79,50,2121,160,283,0.565,0,1,0.0,97,193,0.503,265,449,714,81,41,104,123,298,417
2199,2006-07,00,1610612740,NOK,24.0,73,73,2525,292,468,0.624,0,1,0.0,106,201,0.527,320,584,904,66,37,129,126,244,690
2199,2007-08,00,1610612740,NOH,25.0,79,79,2783,377,605,0.623,0,1,0.0,175,295,0.593,322,606,928,81,45,84,136,243,929
2199,2008-09,00,1610612740,NOH,26.0,45,45,1445,160,283,0.565,0,0,0.0,77,133,0.579,163,230,393,22,15,56,70,144,397
2199,2009-10,00,1610612766,CHA,27.0,51,27,1163,109,190,0.574,0,0,0.0,115,157,0.732,114,206,320,16,17,55,91,138,333
2199,2010-11,00,1610612742,DAL,28.0,74,74,2059,266,407,0.654,0,0,0.0,216,295,0.732,206,486,692,32,36,80,88,240,748
2199,2011-12,00,1610612752,NYK,29.0,62,62,2061,241,355,0.679,0,2,0.0,217,315,0.689,212,400,612,56,56,89,102,186,699
2199,2012-13,00,1610612752,NYK,30.0,66,66,2164,255,400,0.637,0,0,0.0,179,258,0.694,269,434,703,62,42,75,87,188,689
2199,2013-14,00,1610612752,NYK,31.0,55,55,1662,191,322,0.593,0,1,0.0,98,155,0.632,159,370,529,59,36,63,71,145,480
2199,2014-15,00,1610612742,DAL,32.0,75,75,2286,293,440,0.666,0,0,0.0,185,257,0.72,294,570,864,84,42,91,105,169,771
2199,2015-16,00,1610612756,PHX,33.0,32,26,700,61,122,0.5,0,1,0.0,47,72,0.653,67,162,229,24,18,18,36,63,169
