PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
101114,2005-06,00,1610612762,UTA,22.0,80,47,2307,339,805,0.421,91,219,0.416,95,135,0.704,35,159,194,359,60,17,145,233,864
101114,2006-07,00,1610612762,UTA,23.0,80,80,2950,494,1083,0.456,82,255,0.322,227,296,0.767,41,226,267,745,78,13,246,254,1297
101114,2007-08,00,1610612762,UTA,24.0,82,82,3059,566,1117,0.507,83,210,0.395,330,411,0.803,34,209,243,862,90,23,279,200,1545
101114,2008-09,00,1610612762,UTA,25.0,68,68,2505,463,984,0.471,70,226,0.31,326,384,0.849,24,171,195,725,73,20,228,134,1322
101114,2009-10,00,1610612762,UTA,26.0,76,76,2802,494,1053,0.469,96,259,0.371,335,418,0.801,50,253,303,798,96,16,252,208,1419
101114,2010-11,00,1610612762,UTA,27.0,53,53,2009,369,806,0.458,89,258,0.345,302,354,0.853,32,173,205,514,64,12,187,152,1129
101114,2010-11,00,1610612751,NJN,27.0,12,12,456,59,169,0.349,16,59,0.271,46,58,0.793,8,47,55,153,15,3,43,38,180
101114,2010-11,00,0,TOT,27.0,65,65,2465,428,975,0.439,105,317,0.331,348,412,0.845,40,220,260,667,79,15,230,190,1309
101114,2011-12,00,1610612751,NJN,28.0,55,55,1999,391,961,0.407,115,342,0.336,257,305,0.843,23,160,183,481,67,20,219,121,1154
101114,2012-13,00,1610612751,BKN,29.0,78,78,2842,495,1124,0.44,169,447,0.378,317,369,0.859,29,203,232,604,75,30,218,194,1476
101114,2013-14,00,1610612751,BKN,30.0,64,58,2059,322,716,0.45,98,268,0.366,173,216,0.801,15,153,168,392,93,13,143,148,915
101114,2014-15,00,1610612751,BKN,31.0,68,55,2114,298,771,0.387,87,237,0.367,201,241,0.834,29,208,237,448,64,17,154,157,884
101114,2015-16,00,1610612742,DAL,31.0,33,31,1068,167,395,0.423,50,137,0.365,88,99,0.889,9,90,99,188,34,9,82,73,472
